"LVL_REFNIS","CD_REFNIS","CD_SUP_REFNIS","TX_REFNIS_DE","TX_REFNIS_FR","TX_REFNIS_NL","DT_VLDT_START","DT_VLDT_END"
"1","02000","-","Flämische Region","Région flamande","Vlaams Gewest","01/01/1970","31/12/9999"
"1","03000","-","Wallonische Region","Région wallonne","Waals Gewest","01/01/1970","31/12/9999"
"1","04000","-","Region Brüssel-Hauptstadt","Région de Bruxelles-Capitale","Brussels Hoofdstedelijk Gewest","01/01/1970","31/12/9999"
"2","10000","02000","Provinz Antwerpen","Province d’Anvers","Provincie Antwerpen","01/01/1970","31/12/9999"
"2","20000","-","Provinz Brabant","Province de Brabant","Provincie Brabant","01/01/1970","31/12/1994"
"2","20001","02000","Provinz Flämisch-Brabant","Province du Brabant flamand","Provincie Vlaams-Brabant","01/01/1995","31/12/9999"
"2","20002","03000","Provinz Wallonisch-Brabant","Province du Brabant wallon","Provincie Waals-Brabant","01/01/1995","31/12/9999"
"2","30000","02000","Provinz Westflandern","Province de Flandre occidentale","Provincie West-Vlaanderen","01/01/1970","31/12/9999"
"2","40000","02000","Provinz Ostflandern","Province de Flandre orientale","Provincie Oost-Vlaanderen","01/01/1970","31/12/9999"
"2","50000","03000","Provinz Hennegau","Province du Hainaut","Provincie Henegouwen","01/01/1970","31/12/9999"
"2","60000","03000","Provinz Lüttich","Province de Liège","Provincie Luik","01/01/1970","31/12/9999"
"2","70000","02000","Provinz Limburg","Province du Limbourg","Provincie Limburg","01/01/1970","31/12/9999"
"2","80000","03000","Provinz Luxemburg","Province du Luxembourg","Provincie Luxemburg","01/01/1970","31/12/9999"
"2","90000","03000","Provinz Namur","Province de Namur","Provincie Namen","01/01/1970","31/12/9999"
"3","11000","10000","Bezirk Antwerpen","Arrondissement d’Anvers","Arrondissement Antwerpen","01/01/1970","31/12/9999"
"3","12000","10000","Bezirk Mechelen","Arrondissement de Malines","Arrondissement Mechelen","01/01/1970","31/12/9999"
"3","13000","10000","Bezirk Turnhout","Arrondissement de Turnhout","Arrondissement Turnhout","01/01/1970","31/12/9999"
"3","21000","04000","Bezirk Brüssel-Hauptstadt","Arrondissement de Bruxelles-Capitale","Arrondissement Brussel-Hoofdstad","01/01/1970","31/12/9999"
"3","23000","20001","Bezirk Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Arrondissement Halle-Vilvoorde","01/01/1995","31/12/9999"
"3","23000","20000","Bezirk Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Arrondissement Halle-Vilvoorde","01/01/1970","31/12/1994"
"3","24000","20001","Bezirk Löwen","Arrondissement de Louvain","Arrondissement Leuven","01/01/1995","31/12/9999"
"3","24000","20000","Bezirk Löwen","Arrondissement de Louvain","Arrondissement Leuven","01/01/1970","31/12/1994"
"3","25000","20002","Bezirk Nivelles","Arrondissement de Nivelles","Arrondissement Nijvel","01/01/1995","31/12/9999"
"3","25000","20000","Bezirk Nivelles","Arrondissement de Nivelles","Arrondissement Nijvel","01/01/1970","31/12/1994"
"3","31000","30000","Bezirk Brügge","Arrondissement de Bruges","Arrondissement Brugge","01/01/1970","31/12/9999"
"3","32000","30000","Bezirk Diksmuide","Arrondissement de Dixmude","Arrondissement Diksmuide","01/01/1970","31/12/9999"
"3","33000","30000","Bezirk Ypern","Arrondissement d’Ypres","Arrondissement Ieper","01/01/1970","31/12/9999"
"3","34000","30000","Bezirk Kortrijk","Arrondissement de Courtrai","Arrondissement Kortrijk","01/01/1970","31/12/9999"
"3","35000","30000","Bezirk Ostende","Arrondissement d’Ostende","Arrondissement Oostende","01/01/1970","31/12/9999"
"3","36000","30000","Bezirk Roeselare","Arrondissement de Roulers","Arrondissement Roeselare","01/01/1970","31/12/9999"
"3","37000","30000","Bezirk Tielt","Arrondissement de Tielt","Arrondissement Tielt","01/01/1970","31/12/9999"
"3","38000","30000","Bezirk Veurne","Arrondissement de Furnes","Arrondissement Veurne","01/01/1970","31/12/9999"
"3","41000","40000","Bezirk Aalst","Arrondissement d’Alost","Arrondissement Aalst","01/01/1970","31/12/9999"
"3","42000","40000","Bezirk Dendermonde","Arrondissement de Termonde","Arrondissement Dendermonde","01/01/1970","31/12/9999"
"3","43000","40000","Bezirk Eeklo","Arrondissement d’Eeklo","Arrondissement Eeklo","01/01/1970","31/12/9999"
"3","44000","40000","Bezirk Gent","Arrondissement de Gand","Arrondissement Gent","01/01/1970","31/12/9999"
"3","45000","40000","Bezirk Oudenaarde","Arrondissement d’Audenarde","Arrondissement Oudenaarde","01/01/1970","31/12/9999"
"3","46000","40000","Bezirk Sint-Niklaas","Arrondissement de Saint-Nicolas","Arrondissement Sint-Niklaas","01/01/1970","31/12/9999"
"3","51000","50000","Bezirk Ath","Arrondissement d’Ath","Arrondissement Aat","01/01/1970","31/12/9999"
"3","52000","50000","Bezirk Charleroi","Arrondissement de Charleroi","Arrondissement Charleroi","01/01/1970","31/12/9999"
"3","53000","50000","Bezirk Mons","Arrondissement de Mons","Arrondissement Bergen","01/01/1970","31/12/9999"
"3","54000","50000","Bezirk Mouscron","Arrondissement de Mouscron","Arrondissement Moeskroen","01/01/1970",31/12/2018
"3","55000","50000","Bezirk Soignies","Arrondissement de Soignies","Arrondissement Zinnik","01/01/1970","31/12/9999"
"3","56000","50000","Bezirk Thuin","Arrondissement de Thuin","Arrondissement Thuin","01/01/1970","31/12/9999"
"3","57000","50000","Bezirk Tournai","Arrondissement de Tournai","Arrondissement Doornik","01/01/1970",31/12/2018
"3","57000","50000","Bezirk Tournai-Mouscron","Arrondissement de Tournai-Mouscron","Arrondissement Doornik-Moeskroen","01/01/2019","31/12/9999"
"3","58000","50000","Bezirk La Louvière","Arrondissement de La Louvière","Arrondissement La Louvière","01/01/2019","31/12/9999"
"3","61000","60000","Bezirk Huy","Arrondissement de Huy","Arrondissement Hoei","01/01/1970","31/12/9999"
"3","62000","60000","Bezirk Lüttich","Arrondissement de Liège","Arrondissement Luik","01/01/1970","31/12/9999"
"3","63000","60000","Bezirk Verviers","Arrondissement de Verviers","Arrondissement Verviers","01/01/1970","31/12/9999"
"3","64000","60000","Bezirk Waremme","Arrondissement de Waremme","Arrondissement Borgworm","01/01/1970","31/12/9999"
"3","71000","70000","Bezirk Hasselt","Arrondissement de Hasselt","Arrondissement Hasselt","01/01/1970","31/12/9999"
"3","72000","70000","Bezirk Maaseik","Arrondissement de Maaseik","Arrondissement Maaseik","01/01/1970","31/12/9999"
"3","73000","70000","Bezirk Tongeren","Arrondissement de Tongres","Arrondissement Tongeren","01/01/1970","31/12/9999"
"3","81000","80000","Bezirk Arlon","Arrondissement d’Arlon","Arrondissement Aarlen","01/01/1970","31/12/9999"
"3","82000","80000","Bezirk Bastogne","Arrondissement de Bastogne","Arrondissement Bastenaken","01/01/1970","31/12/9999"
"3","83000","80000","Bezirk Marche-en-Famenne","Arrondissement de Marche-en-Famenne","Arrondissement Marche-en-Famenne","01/01/1970","31/12/9999"
"3","84000","80000","Bezirk Neufchâteau","Arrondissement de Neufchâteau","Arrondissement Neufchâteau","01/01/1970","31/12/9999"
"3","85000","80000","Bezirk Virton","Arrondissement de Virton","Arrondissement Virton","01/01/1970","31/12/9999"
"3","91000","90000","Bezirk Dinant","Arrondissement de Dinant","Arrondissement Dinant","01/01/1970","31/12/9999"
"3","92000","90000","Bezirk Namur","Arrondissement de Namur","Arrondissement Namen","01/01/1970","31/12/9999"
"3","93000","90000","Bezirk Philippeville","Arrondissement de Philippeville","Arrondissement Philippeville","01/01/1970","31/12/9999"
"4","11001","11000","Aartselaar","Aartselaar","Aartselaar","01/01/1970","31/12/9999"
"4","11002","11000","Antwerpen","Anvers","Antwerpen","01/01/1970","31/12/9999"
"4","11003","11000","Berchem (Antwerpen)","Berchem (Anvers)","Berchem (Antwerpen)","01/01/1970","31/12/1982"
"4","11004","11000","Boechout","Boechout","Boechout","01/01/1970","31/12/9999"
"4","11005","11000","Boom","Boom","Boom","01/01/1970","31/12/9999"
"4","11006","11000","Borgerhout","Borgerhout","Borgerhout","01/01/1970","31/12/1982"
"4","11007","11000","Borsbeek","Borsbeek","Borsbeek","01/01/1970","31/12/9999"
"4","11008","11000","Brasschaat","Brasschaat","Brasschaat","01/01/1970","31/12/9999"
"4","11009","11000","Brecht","Brecht","Brecht","01/01/1970","31/12/9999"
"4","11010","11000","Broechem","Broechem","Broechem","01/01/1970","31/12/1976"
"4","11011","11000","Burcht","Burcht","Burcht","01/01/1970","31/12/1976"
"4","11012","11000","Deurne (Antwerpen)","Deurne (Anvers)","Deurne (Antwerpen)","01/01/1970","31/12/1982"
"4","11013","11000","Edegem","Edegem","Edegem","01/01/1970","31/12/9999"
"4","11014","11000","Ekeren","Ekeren","Ekeren","01/01/1970","31/12/1982"
"4","11015","11000","Emblem","Emblem","Emblem","01/01/1970","31/12/1976"
"4","11016","11000","Essen","Essen","Essen","01/01/1970","31/12/9999"
"4","11017","11000","Halle (Antwerpen)","Halle (Anvers)","Halle (Antwerpen)","01/01/1970","31/12/1976"
"4","11018","11000","Hemiksem","Hemiksem","Hemiksem","01/01/1970","31/12/9999"
"4","11019","11000","Hoboken","Hoboken","Hoboken","01/01/1970","31/12/1982"
"4","11020","11000","Hoevenen","Hoevenen","Hoevenen","01/01/1970","31/12/1976"
"4","11021","11000","Hove (Antwerpen)","Hove (Anvers)","Hove (Antwerpen)","01/01/1970","31/12/9999"
"4","11022","11000","Kalmthout","Kalmthout","Kalmthout","01/01/1970","31/12/9999"
"4","11023","11000","Kapellen (Antwerpen)","Kapellen (Anvers)","Kapellen (Antwerpen)","01/01/1970","31/12/9999"
"4","11024","11000","Kontich","Kontich","Kontich","01/01/1970","31/12/9999"
"4","11025","11000","Lint","Lint","Lint","01/01/1970","31/12/9999"
"4","11026","11000","Loenhout","Loenhout","Loenhout","01/01/1970","31/12/1976"
"4","11027","11000","Massenhoven","Massenhoven","Massenhoven","01/01/1970","31/12/1976"
"4","11028","11000","Merksem","Merksem","Merksem","01/01/1970","31/12/1982"
"4","11029","11000","Mortsel","Mortsel","Mortsel","01/01/1970","31/12/9999"
"4","11030","11000","Niel","Niel","Niel","01/01/1970","31/12/9999"
"4","11031","11000","Oelegem","Oelegem","Oelegem","01/01/1970","31/12/1976"
"4","11032","11000","Oostmalle","Oostmalle","Oostmalle","01/01/1970","31/12/1976"
"4","11033","11000","Pulderbos","Pulderbos","Pulderbos","01/01/1970","31/12/1976"
"4","11034","11000","Pulle","Pulle","Pulle","01/01/1970","31/12/1976"
"4","11035","11000","Ranst","Ranst","Ranst","01/01/1970","31/12/9999"
"4","11036","11000","Reet","Reet","Reet","01/01/1970","31/12/1976"
"4","11037","11000","Rumst","Rumst","Rumst","01/01/1970","31/12/9999"
"4","11038","11000","Schelle","Schelle","Schelle","01/01/1970","31/12/9999"
"4","11039","11000","Schilde","Schilde","Schilde","01/01/1970","31/12/9999"
"4","11040","11000","Schoten","Schoten","Schoten","01/01/1970","31/12/9999"
"4","11041","11000","’s Gravenwezel","’s Gravenwezel","’s Gravenwezel","01/01/1970","31/12/1976"
"4","11042","11000","Sint-Job-in-’t Goor","Sint-Job-in-’t Goor","Sint-Job-in-’t Goor","01/01/1970","31/12/1976"
"4","11043","11000","Sint-Lenaarts","Sint-Lenaarts","Sint-Lenaarts","01/01/1970","31/12/1976"
"4","11044","11000","Stabroek","Stabroek","Stabroek","01/01/1970","31/12/9999"
"4","11045","11000","Terhagen","Terhagen","Terhagen","01/01/1970","31/12/1976"
"4","11046","11000","Viersel","Viersel","Viersel","01/01/1970","31/12/1976"
"4","11047","11000","Vremde","Vremde","Vremde","01/01/1970","31/12/1976"
"4","11048","11000","Waarloos","Waarloos","Waarloos","01/01/1970","31/12/1976"
"4","11049","11000","Westmalle","Westmalle","Westmalle","01/01/1970","31/12/1979"
"4","11050","11000","Wijnegem","Wijnegem","Wijnegem","01/01/1970","31/12/9999"
"4","11051","11000","Wilrijk","Wilrijk","Wilrijk","01/01/1970","31/12/1982"
"4","11052","11000","Wommelgem","Wommelgem","Wommelgem","01/01/1970","31/12/9999"
"4","11053","11000","Wuustwezel","Wuustwezel","Wuustwezel","01/01/1970","31/12/9999"
"4","11054","11000","Zandhoven","Zandhoven","Zandhoven","01/01/1970","31/12/9999"
"4","11055","11000","Zoersel","Zoersel","Zoersel","01/01/1970","31/12/9999"
"4","11056","11000","Zwijndrecht","Zwijndrecht","Zwijndrecht","01/01/1970","31/12/9999"
"4","11057","11000","Malle","Malle","Malle","01/01/1980","31/12/9999"
"4","12001","12000","Beerzel","Beerzel","Beerzel","01/01/1970","31/12/1976"
"4","12002","12000","Berlaar","Berlaar","Berlaar","01/01/1970","31/12/9999"
"4","12003","12000","Bevel","Bevel","Bevel","01/01/1970","31/12/1976"
"4","12004","12000","Blaasveld","Blaasveld","Blaasveld","01/01/1970","31/12/1976"
"4","12005","12000","Bonheiden","Bonheiden","Bonheiden","01/01/1970","31/12/9999"
"4","12006","12000","Booischot","Booischot","Booischot","01/01/1970","31/12/1976"
"4","12007","12000","Bornem","Bornem","Bornem","01/01/1970","31/12/9999"
"4","12008","12000","Breendonk","Breendonk","Breendonk","01/01/1970","31/12/1976"
"4","12009","12000","Duffel","Duffel","Duffel","01/01/1970","31/12/9999"
"4","12011","12000","Hallaar","Hallaar","Hallaar","01/01/1970","31/12/1976"
"4","12012","12000","Heffen","Heffen","Heffen","01/01/1970","31/12/1976"
"4","12013","12000","Heindonk","Heindonk","Heindonk","01/01/1970","31/12/1976"
"4","12014","12000","Heist-op-den-Berg","Heist-op-den-Berg","Heist-op-den-Berg","01/01/1970","31/12/9999"
"4","12015","12000","Hingene","Hingene","Hingene","01/01/1970","31/12/1976"
"4","12016","12000","Hombeek","Hombeek","Hombeek","01/01/1970","31/12/1976"
"4","12017","12000","Itegem","Itegem","Itegem","01/01/1970","31/12/1976"
"4","12018","12000","Kessel","Kessel","Kessel","01/01/1970","31/12/1976"
"4","12019","12000","Koningshooikt","Koningshooikt","Koningshooikt","01/01/1970","31/12/1976"
"4","12020","12000","Leest","Leest","Leest","01/01/1970","31/12/1976"
"4","12021","12000","Lier","Lierre","Lier","01/01/1970","31/12/9999"
"4","12022","12000","Liezele","Liezele","Liezele","01/01/1970","31/12/1976"
"4","12023","12000","Lippelo","Lippelo","Lippelo","01/01/1970","31/12/1976"
"4","12024","12000","Mariekerke","Mariekerke","Mariekerke","01/01/1970","31/12/1976"
"4","12025","12000","Mechelen","Malines","Mechelen","01/01/1970","31/12/9999"
"4","12026","12000","Nijlen","Nijlen","Nijlen","01/01/1970","31/12/9999"
"4","12027","12000","Onze-Lieve-Vrouw-Waver","Onze-Lieve-Vrouw-Waver","Onze-Lieve-Vrouw-Waver","01/01/1970","31/12/1976"
"4","12028","12000","Oppuurs","Oppuurs","Oppuurs","01/01/1970","31/12/1976"
"4","12029","12000","Putte","Putte","Putte","01/01/1970","31/12/9999"
"4","12030","12000","Puurs","Puurs","Puurs","01/01/1970",31/12/2018
"4","12031","12000","Rijmenam","Rijmenam","Rijmenam","01/01/1970","31/12/1976"
"4","12032","12000","Ruisbroek (Mechelen)","Ruisbroek (Malines)","Ruisbroek (Mechelen)","01/01/1970","31/12/1976"
"4","12033","12000","Schriek","Schriek","Schriek","01/01/1970","31/12/1976"
"4","12034","12000","Sint-Amands","Sint-Amands","Sint-Amands","01/01/1970",31/12/2018
"4","12035","12000","Sint-Katelijne-Waver","Sint-Katelijne-Waver","Sint-Katelijne-Waver","01/01/1970","31/12/9999"
"4","12036","12000","Tisselt","Tisselt","Tisselt","01/01/1970","31/12/1976"
"4","12037","12000","Walem","Walem","Walem","01/01/1970","31/12/1976"
"4","12038","12000","Weert","Weert","Weert","01/01/1970","31/12/1976"
"4","12039","12000","Wiekevorst","Wiekevorst","Wiekevorst","01/01/1970","31/12/1976"
"4","12040","12000","Willebroek","Willebroek","Willebroek","01/01/1970","31/12/9999"
"4","12041","12000","Puurs-Sint-Amands","Puurs-Sint-Amands","Puurs-Sint-Amands","01/01/2019","31/12/9999"
"4","13001","13000","Arendonk","Arendonk","Arendonk","01/01/1970","31/12/9999"
"4","13002","13000","Baarle-Hertog","Baerle-Duc","Baarle-Hertog","01/01/1970","31/12/9999"
"4","13003","13000","Balen","Balen","Balen","01/01/1970","31/12/9999"
"4","13004","13000","Beerse","Beerse","Beerse","01/01/1970","31/12/9999"
"4","13005","13000","Bouwel","Bouwel","Bouwel","01/01/1970","31/12/1976"
"4","13006","13000","Dessel","Dessel","Dessel","01/01/1970","31/12/9999"
"4","13007","13000","Eindhout","Eindhout","Eindhout","01/01/1970","31/12/1976"
"4","13008","13000","Geel","Geel","Geel","01/01/1970","31/12/9999"
"4","13009","13000","Gierle","Gierle","Gierle","01/01/1970","31/12/1976"
"4","13010","13000","Grobbendonk","Grobbendonk","Grobbendonk","01/01/1970","31/12/9999"
"4","13011","13000","Herentals","Herentals","Herentals","01/01/1970","31/12/9999"
"4","13012","13000","Herenthout","Herenthout","Herenthout","01/01/1970","31/12/9999"
"4","13013","13000","Herselt","Herselt","Herselt","01/01/1970","31/12/9999"
"4","13014","13000","Hoogstraten","Hoogstraten","Hoogstraten","01/01/1970","31/12/9999"
"4","13015","13000","Houtvenne","Houtvenne","Houtvenne","01/01/1970","31/12/1976"
"4","13016","13000","Hulshout","Hulshout","Hulshout","01/01/1970","31/12/9999"
"4","13017","13000","Kasterlee","Kasterlee","Kasterlee","01/01/1970","31/12/9999"
"4","13018","13000","Lichtaart","Lichtaart","Lichtaart","01/01/1970","31/12/1976"
"4","13019","13000","Lille","Lille","Lille","01/01/1970","31/12/9999"
"4","13020","13000","Meer","Meer","Meer","01/01/1970","31/12/1976"
"4","13021","13000","Meerhout","Meerhout","Meerhout","01/01/1970","31/12/9999"
"4","13022","13000","Meerle","Meerle","Meerle","01/01/1970","31/12/1976"
"4","13023","13000","Merksplas","Merksplas","Merksplas","01/01/1970","31/12/9999"
"4","13024","13000","Minderhout","Minderhout","Minderhout","01/01/1970","31/12/1976"
"4","13025","13000","Mol","Mol","Mol","01/01/1970","31/12/9999"
"4","13026","13000","Morkhoven","Morkhoven","Morkhoven","01/01/1970","31/12/1976"
"4","13027","13000","Noorderwijk","Noorderwijk","Noorderwijk","01/01/1970","31/12/1976"
"4","13028","13000","Oevel","Oevel","Oevel","01/01/1970","31/12/1976"
"4","13029","13000","Olen","Olen","Olen","01/01/1970","31/12/9999"
"4","13030","13000","Olmen","Olmen","Olmen","01/01/1970","31/12/1976"
"4","13031","13000","Oud-Turnhout","Oud-Turnhout","Oud-Turnhout","01/01/1970","31/12/9999"
"4","13032","13000","Poederlee","Poederlee","Poederlee","01/01/1970","31/12/1976"
"4","13033","13000","Poppel","Poppel","Poppel","01/01/1970","31/12/1976"
"4","13034","13000","Ramsel","Ramsel","Ramsel","01/01/1970","31/12/1976"
"4","13035","13000","Ravels","Ravels","Ravels","01/01/1970","31/12/9999"
"4","13036","13000","Retie","Retie","Retie","01/01/1970","31/12/9999"
"4","13037","13000","Rijkevorsel","Rijkevorsel","Rijkevorsel","01/01/1970","31/12/9999"
"4","13038","13000","Tielen","Tielen","Tielen","01/01/1970","31/12/1976"
"4","13039","13000","Tongerlo (Turnhout)","Tongerlo (Turnhout)","Tongerlo (Turnhout)","01/01/1970","31/12/1970"
"4","13040","13000","Turnhout","Turnhout","Turnhout","01/01/1970","31/12/9999"
"4","13041","13000","Varendonk","Varendonk","Varendonk","01/01/1970","31/12/1971"
"4","13042","13000","Veerle","Veerle","Veerle","01/01/1970","31/12/1976"
"4","13043","13000","Vlimmeren","Vlimmeren","Vlimmeren","01/01/1970","31/12/1976"
"4","13044","13000","Vorselaar","Vorselaar","Vorselaar","01/01/1970","31/12/9999"
"4","13045","13000","Vorst (Turnhout)","Vorst (Turnhout)","Vorst (Turnhout)","01/01/1970","31/12/1976"
"4","13046","13000","Vosselaar","Vosselaar","Vosselaar","01/01/1970","31/12/9999"
"4","13047","13000","Wechelderzande","Wechelderzande","Wechelderzande","01/01/1970","31/12/1976"
"4","13048","13000","Weelde","Weelde","Weelde","01/01/1970","31/12/1976"
"4","13049","13000","Westerlo","Westerlo","Westerlo","01/01/1970","31/12/9999"
"4","13050","13000","Westmeerbeek","Westmeerbeek","Westmeerbeek","01/01/1970","31/12/1976"
"4","13051","13000","Wortel","Wortel","Wortel","01/01/1970","31/12/1976"
"4","13052","13000","Zoerle-Parwijs","Zoerle-Parwijs","Zoerle-Parwijs","01/01/1970","31/12/1970"
"4","13053","13000","Laakdal","Laakdal","Laakdal","01/01/1977","31/12/9999"
"4","21001","21000","Anderlecht","Anderlecht","Anderlecht","01/01/1970","31/12/9999"
"4","21002","21000","Auderghem","Auderghem","Oudergem","01/01/1970","31/12/9999"
"4","21003","21000","Berchem-Sainte-Agathe","Berchem-Sainte-Agathe","Sint-Agatha-Berchem","01/01/1970","31/12/9999"
"4","21004","21000","Brüssel","Bruxelles","Brussel","01/01/1970","31/12/9999"
"4","21005","21000","Etterbeek","Etterbeek","Etterbeek","01/01/1970","31/12/9999"
"4","21006","21000","Evere","Evere","Evere","01/01/1970","31/12/9999"
"4","21007","21000","Forest (Brüssel-Hauptstadt)","Forest (Bruxelles-Capitale)","Vorst (Brussel-Hoofdstad)","01/01/1970","31/12/9999"
"4","21008","21000","Ganshoren","Ganshoren","Ganshoren","01/01/1970","31/12/9999"
"4","21009","21000","Ixelles","Ixelles","Elsene","01/01/1970","31/12/9999"
"4","21010","21000","Jette","Jette","Jette","01/01/1970","31/12/9999"
"4","21011","21000","Koekelberg","Koekelberg","Koekelberg","01/01/1970","31/12/9999"
"4","21012","21000","Molenbeek-Saint-Jean","Molenbeek-Saint-Jean","Sint-Jans-Molenbeek","01/01/1970","31/12/9999"
"4","21013","21000","Saint-Gilles","Saint-Gilles","Sint-Gillis","01/01/1970","31/12/9999"
"4","21014","21000","Saint-Josse-ten-Noode","Saint-Josse-ten-Noode","Sint-Joost-ten-Node","01/01/1970","31/12/9999"
"4","21015","21000","Schaerbeek","Schaerbeek","Schaarbeek","01/01/1970","31/12/9999"
"4","21016","21000","Uccle","Uccle","Ukkel","01/01/1970","31/12/9999"
"4","21017","21000","Watermael-Boitsfort","Watermael-Boitsfort","Watermaal-Bosvoorde","01/01/1970","31/12/9999"
"4","21018","21000","Woluwe-Saint-Lambert","Woluwe-Saint-Lambert","Sint-Lambrechts-Woluwe","01/01/1970","31/12/9999"
"4","21019","21000","Woluwe-Saint-Pierre","Woluwe-Saint-Pierre","Sint-Pieters-Woluwe","01/01/1970","31/12/9999"
"4","23001","23000","Alsemberg","Alsemberg","Alsemberg","01/01/1970","31/12/1976"
"4","23002","23000","Asse","Asse","Asse","01/01/1970","31/12/9999"
"4","23003","23000","Beersel","Beersel","Beersel","01/01/1970","31/12/9999"
"4","23004","23000","Beert","Brages","Beert","01/01/1970","31/12/1976"
"4","23005","23000","Beigem","Beigem","Beigem","01/01/1970","31/12/1976"
"4","23006","23000","Bekkerzeel","Bekkerzeel","Bekkerzeel","01/01/1970","31/12/1976"
"4","23007","23000","Bellingen","Bellingen","Bellingen","01/01/1970","31/12/1976"
"4","23008","23000","Berg (Halle-Vilvoorde)","Berg (Hal-Vilvorde)","Berg (Halle-Vilvoorde)","01/01/1970","31/12/1976"
"4","23009","23000","Bever","Biévène","Bever","01/01/1970","31/12/9999"
"4","23010","23000","Bogaarden","Bogaarden","Bogaarden","01/01/1970","31/12/1976"
"4","23011","23000","Borchtlombeek","Borchtlombeek","Borchtlombeek","01/01/1970","31/12/1976"
"4","23012","23000","Brussegem","Brussegem","Brussegem","01/01/1970","31/12/1976"
"4","23013","23000","Buizingen","Buizingen","Buizingen","01/01/1970","31/12/1976"
"4","23014","23000","Buken","Buken","Buken","01/01/1970","31/12/1976"
"4","23015","23000","Diegem","Diegem","Diegem","01/01/1970","31/12/1976"
"4","23016","23000","Dilbeek","Dilbeek","Dilbeek","01/01/1970","31/12/9999"
"4","23017","23000","Dworp","Tourneppe","Dworp","01/01/1970","31/12/1976"
"4","23018","23000","Elewijt","Elewijt","Elewijt","01/01/1970","31/12/1976"
"4","23019","23000","Elingen","Elingen","Elingen","01/01/1970","31/12/1976"
"4","23020","23000","Eppegem","Eppegem","Eppegem","01/01/1970","31/12/1976"
"4","23021","23000","Essene","Essene","Essene","01/01/1970","31/12/1976"
"4","23022","23000","Gaasbeek","Gaasbeek","Gaasbeek","01/01/1970","31/12/1976"
"4","23023","23000","Galmaarden","Gammerages","Galmaarden","01/01/1970","31/12/9999"
"4","23024","23000","Gooik","Gooik","Gooik","01/01/1970","31/12/9999"
"4","23025","23000","Grimbergen","Grimbergen","Grimbergen","01/01/1970","31/12/9999"
"4","23026","23000","Groot-Bijgaarden","Groot-Bijgaarden","Groot-Bijgaarden","01/01/1970","31/12/1976"
"4","23027","23000","Halle (Halle-Vilvoorde)","Hal (Hal-Vilvorde)","Halle (Halle-Vilvoorde)","01/01/1970","31/12/9999"
"4","23028","23000","Hamme (Halle-Vilvoorde)","Hamme (Hal-Vilvorde)","Hamme (Halle-Vilvoorde)","01/01/1970","31/12/1976"
"4","23029","23000","Heikruis","Heikruis","Heikruis","01/01/1970","31/12/1976"
"4","23030","23000","Hekelgem","Hekelgem","Hekelgem","01/01/1970","31/12/1980"
"4","23031","23000","Herfelingen","Herfelingen","Herfelingen","01/01/1970","31/12/1976"
"4","23032","23000","Herne","Herne","Herne","01/01/1970","31/12/9999"
"4","23033","23000","Hoeilaart","Hoeilaart","Hoeilaart","01/01/1970","31/12/9999"
"4","23034","23000","Hofstade (Halle-Vilvoorde)","Hofstade (Hal-Vilvorde)","Hofstade (Halle-Vilvoorde)","01/01/1970","31/12/1976"
"4","23035","23000","Huizingen","Huizingen","Huizingen","01/01/1970","31/12/1976"
"4","23036","23000","Humbeek","Humbeek","Humbeek","01/01/1970","31/12/1976"
"4","23037","23000","Itterbeek","Itterbeek","Itterbeek","01/01/1970","31/12/1976"
"4","23038","23000","Kampenhout","Kampenhout","Kampenhout","01/01/1970","31/12/9999"
"4","23039","23000","Kapelle-op-den-Bos","Kapelle-op-den-Bos","Kapelle-op-den-Bos","01/01/1970","31/12/9999"
"4","23040","23000","Kester","Kester","Kester","01/01/1970","31/12/1976"
"4","23041","23000","Kobbegem","Kobbegem","Kobbegem","01/01/1970","31/12/1976"
"4","23042","23000","Leerbeek","Leerbeek","Leerbeek","01/01/1970","31/12/1976"
"4","23043","23000","Lembeek","Lembeek","Lembeek","01/01/1970","31/12/1976"
"4","23044","23000","Liedekerke","Liedekerke","Liedekerke","01/01/1970","31/12/9999"
"4","23045","23000","Londerzeel","Londerzeel","Londerzeel","01/01/1970","31/12/9999"
"4","23046","23000","Lot","Lot","Lot","01/01/1970","31/12/1976"
"4","23047","23000","Machelen (Halle-Vilvoorde)","Machelen (Hal-Vilvorde)","Machelen (Halle-Vilvoorde)","01/01/1970","31/12/9999"
"4","23048","23000","Malderen","Malderen","Malderen","01/01/1970","31/12/1976"
"4","23049","23000","Mazenzele","Mazenzele","Mazenzele","01/01/1970","31/12/1976"
"4","23050","23000","Meise","Meise","Meise","01/01/1970","31/12/9999"
"4","23051","23000","Melsbroek","Melsbroek","Melsbroek","01/01/1970","31/12/1976"
"4","23052","23000","Merchtem","Merchtem","Merchtem","01/01/1970","31/12/9999"
"4","23053","23000","Mollem","Mollem","Mollem","01/01/1970","31/12/1976"
"4","23054","23000","Muizen (Halle-Vilvoorde)","Muizen (Hal-Vilvorde)","Muizen (Halle-Vilvoorde)","01/01/1970","31/12/1976"
"4","23055","23000","Nederokkerzeel","Nederokkerzeel","Nederokkerzeel","01/01/1970","31/12/1976"
"4","23056","23000","Nieuwenrode","Nieuwenrode","Nieuwenrode","01/01/1970","31/12/1976"
