"LVL_REFNIS","CD_REFNIS","CD_SUP_REFNIS","TX_REFNIS_DE","TX_REFNIS_FR","TX_REFNIS_NL","DT_VLDT_START","DT_VLDT_END"
"4","52057","52000","Presles","Presles","Presles","01/01/1970","31/12/1976"
"4","52058","52000","Ransart","Ransart","Ransart","01/01/1970","31/12/1976"
"4","52059","52000","Rêves","Rêves","Rêves","01/01/1970","31/12/1976"
"4","52060","52000","Roselies","Roselies","Roselies","01/01/1970","31/12/1976"
"4","52061","52000","Roux","Roux","Roux","01/01/1970","31/12/1976"
"4","52062","52000","Saint-Amand","Saint-Amand","Saint-Amand","01/01/1970","31/12/1976"
"4","52063","52000","Seneffe","Seneffe","Seneffe","01/01/1970",31/12/2018
"4","52064","52000","Souvret","Souvret","Souvret","01/01/1970","31/12/1976"
"4","52065","52000","Thiméon","Thiméon","Thiméon","01/01/1970","31/12/1976"
"4","52066","52000","Trazegnies","Trazegnies","Trazegnies","01/01/1970","31/12/1976"
"4","52067","52000","Viesville","Viesville","Viesville","01/01/1970","31/12/1976"
"4","52068","52000","Villers-Perwin","Villers-Perwin","Villers-Perwin","01/01/1970","31/12/1976"
"4","52069","52000","Villers-Poterie","Villers-Poterie","Villers-Poterie","01/01/1970","31/12/1976"
"4","52070","52000","Wagnelée","Wagnelée","Wagnelée","01/01/1970","31/12/1976"
"4","52071","52000","Wanfercée-Baulet","Wanfercée-Baulet","Wanfercée-Baulet","01/01/1970","31/12/1976"
"4","52072","52000","Wangenies","Wangenies","Wangenies","01/01/1970","31/12/1976"
"4","52073","52000","Wayaux","Wayaux","Wayaux","01/01/1970","31/12/1976"
"4","52074","52000","Aiseau-Presles","Aiseau-Presles","Aiseau-Presles","01/01/1977","31/12/9999"
"4","52075","52000","Les Bons Villers","Les Bons Villers","Les Bons Villers","01/01/1977","31/12/9999"
"4","53001","53000","Angre","Angre","Angre","01/01/1970","31/12/1976"
"4","53002","53000","Angreau","Angreau","Angreau","01/01/1970","31/12/1976"
"4","53003","53000","Asquillies","Asquillies","Asquillies","01/01/1970","31/12/1976"
"4","53004","53000","Athis","Athis","Athis","01/01/1970","31/12/1976"
"4","53005","53000","Audregnies","Audregnies","Audregnies","01/01/1970","31/12/1976"
"4","53006","53000","Aulnois","Aulnois","Aulnois","01/01/1970","31/12/1976"
"4","53007","53000","Autreppe","Autreppe","Autreppe","01/01/1970","31/12/1976"
"4","53008","53000","Baisieux","Baisieux","Baisieux","01/01/1970","31/12/1976"
"4","53009","53000","Baudour","Baudour","Baudour","01/01/1970","31/12/1976"
"4","53010","53000","Bauffe","Bauffe","Bauffe","01/01/1970","31/12/1976"
"4","53011","53000","Blaregnies","Blaregnies","Blaregnies","01/01/1970","31/12/1976"
"4","53012","53000","Blaugies","Blaugies","Blaugies","01/01/1970","31/12/1976"
"4","53013","53000","Bougnies","Bougnies","Bougnies","01/01/1970","31/12/1976"
"4","53014","53000","Boussu","Boussu","Boussu","01/01/1970","31/12/9999"
"4","53015","53000","Cambron-Casteau","Cambron-Casteau","Cambron-Casteau","01/01/1970","31/12/1976"
"4","53016","53000","Cambron-Saint-Vincent","Cambron-Saint-Vincent","Cambron-Saint-Vincent","01/01/1970","31/12/1976"
"4","53017","53000","Chaussée-Notre-Dame-Louvignies","Chaussée-Notre-Dame-Louvignies","Chaussée-Notre-Dame-Louvignies","01/01/1970","31/12/1976"
"4","53018","53000","Ciply","Ciply","Ciply","01/01/1970","31/12/1976"
"4","53019","53000","Cuesmes","Cuesmes","Cuesmes","01/01/1970","31/12/1971"
"4","53020","53000","Dour","Dour","Dour","01/01/1970","31/12/9999"
"4","53021","53000","Elouges","Elouges","Elouges","01/01/1970","31/12/1976"
"4","53022","53000","Erbaut","Erbaut","Erbaut","01/01/1970","31/12/1976"
"4","53023","53000","Erbisoeul","Erbisoeul","Erbisoeul","01/01/1970","31/12/1976"
"4","53024","53000","Erquennes","Erquennes","Erquennes","01/01/1970","31/12/1976"
"4","53025","53000","Eugies","Eugies","Eugies","01/01/1970","31/12/1976"
"4","53026","53000","Fayt-le-Franc","Fayt-le-Franc","Fayt-le-Franc","01/01/1970","31/12/1976"
"4","53027","53000","Flenu","Flenu","Flenu","01/01/1970","31/12/1971"
"4","53028","53000","Frameries","Frameries","Frameries","01/01/1970","31/12/9999"
"4","53029","53000","Genly","Genly","Genly","01/01/1970","31/12/1976"
"4","53030","53000","Ghlin","Ghlin","Ghlin","01/01/1970","31/12/1971"
"4","53031","53000","Givry","Givry","Givry","01/01/1970","31/12/1976"
"4","53032","53000","Goegnies-Chaussée","Goegnies-Chaussée","Goegnies-Chaussée","01/01/1970","31/12/1976"
"4","53033","53000","Hainin","Hainin","Hainin","01/01/1970","31/12/1976"
"4","53034","53000","Harmignies","Harmignies","Harmignies","01/01/1970","31/12/1976"
"4","53035","53000","Harveng","Harveng","Harveng","01/01/1970","31/12/1976"
"4","53036","53000","Hautrage","Hautrage","Hautrage","01/01/1970","31/12/1976"
"4","53037","53000","Havay","Havay","Havay","01/01/1970","31/12/1976"
"4","53038","53000","Havré","Havré","Havré","01/01/1970","31/12/1976"
"4","53039","53000","Hensies","Hensies","Hensies","01/01/1970","31/12/9999"
"4","53040","53000","Herchies","Herchies","Herchies","01/01/1970","31/12/1976"
"4","53041","53000","Hornu","Hornu","Hornu","01/01/1970","31/12/1976"
"4","53042","53000","Hyon","Hyon","Hyon","01/01/1970","31/12/1971"
"4","53043","53000","Jemappes","Jemappes","Jemappes","01/01/1970","31/12/1976"
"4","53044","53000","Jurbise","Jurbise","Jurbeke","01/01/1970","31/12/9999"
"4","53045","53000","La Bouverie","La Bouverie","La Bouverie","01/01/1970","31/12/1976"
"4","53046","53000","Lens","Lens","Lens","01/01/1970","31/12/9999"
"4","53047","53000","Lombise","Lombise","Lombise","01/01/1970","31/12/1976"
"4","53048","53000","Maisières","Maisières","Maisières","01/01/1970","31/12/1976"
"4","53049","53000","Marchipont","Marchipont","Marchipont","01/01/1970","31/12/1976"
"4","53050","53000","Masnuy-Saint-Jean","Masnuy-Saint-Jean","Masnuy-Saint-Jean","01/01/1970","31/12/1976"
"4","53051","53000","Masnuy-Saint-Pierre","Masnuy-Saint-Pierre","Masnuy-Saint-Pierre","01/01/1970","31/12/1976"
"4","53052","53000","Mesvin","Mesvin","Mesvin","01/01/1970","31/12/1976"
"4","53053","53000","Mons","Mons","Bergen","01/01/1970","31/12/9999"
"4","53054","53000","Montignies-lez-Lens","Montignies-lez-Lens","Montignies-lez-Lens","01/01/1970","31/12/1976"
"4","53055","53000","Montignies-sur-Roc","Montignies-sur-Roc","Montignies-sur-Roc","01/01/1970","31/12/1976"
"4","53056","53000","Montroeul-sur-Haine","Montroeul-sur-Haine","Montroeul-sur-Haine","01/01/1970","31/12/1976"
"4","53057","53000","Neufmaison","Neufmaison","Neufmaison","01/01/1970","31/12/1976"
"4","53058","53000","Neufvilles","Neufvilles","Neufvilles","01/01/1970","31/12/1976"
"4","53059","53000","Nimy","Nimy","Nimy","01/01/1970","31/12/1971"
"4","53060","53000","Noirchain","Noirchain","Noirchain","01/01/1970","31/12/1976"
"4","53061","53000","Nouvelles","Nouvelles","Nouvelles","01/01/1970","31/12/1976"
"4","53062","53000","Obourg","Obourg","Obourg","01/01/1970","31/12/1971"
"4","53063","53000","Onnezies","Onnezies","Onnezies","01/01/1970","31/12/1976"
"4","53064","53000","Pâturages","Pâturages","Pâturages","01/01/1970","31/12/1976"
"4","53065","53000","Quaregnon","Quaregnon","Quaregnon","01/01/1970","31/12/9999"
"4","53066","53000","Quévy-le-Grand","Quévy-le-Grand","Quévy-le-Grand","01/01/1970","31/12/1976"
"4","53067","53000","Quévy-le-Petit","Quévy-le-Petit","Quévy-le-Petit","01/01/1970","31/12/1976"
"4","53068","53000","Quiévrain","Quiévrain","Quiévrain","01/01/1970","31/12/9999"
"4","53069","53000","Roisin","Roisin","Roisin","01/01/1970","31/12/1976"
"4","53070","53000","Saint-Ghislain","Saint-Ghislain","Saint-Ghislain","01/01/1970","31/12/9999"
"4","53071","53000","Saint-Symphorien","Saint-Symphorien","Saint-Symphorien","01/01/1970","31/12/1976"
"4","53072","53000","Sars-la-Bruyère","Sars-la-Bruyère","Sars-la-Bruyere","01/01/1970","31/12/1976"
"4","53073","53000","Sirault","Sirault","Sirault","01/01/1970","31/12/1976"
"4","53074","53000","Spiennes","Spiennes","Spiennes","01/01/1970","31/12/1976"
"4","53075","53000","Tertre","Tertre","Tertre","01/01/1970","31/12/1976"
"4","53076","53000","Thulin","Thulin","Thulin","01/01/1970","31/12/1976"
"4","53077","53000","Villerot","Villerot","Villerot","01/01/1970","31/12/1976"
"4","53078","53000","Warquignies","Warquignies","Warquignies","01/01/1970","31/12/1976"
"4","53079","53000","Wasmes","Wasmes","Wasmes","01/01/1970","31/12/1976"
"4","53080","53000","Wasmuel","Wasmuel","Wasmuel","01/01/1970","31/12/1976"
"4","53081","53000","Wihéries","Wihéries","Wihéries","01/01/1970","31/12/1976"
"4","53082","53000","Colfontaine","Colfontaine","Colfontaine","01/01/1977","31/12/9999"
"4","53083","53000","Honnelles","Honnelles","Honnelles","01/01/1977","31/12/9999"
"4","53084","53000","Quévy","Quévy","Quévy","01/01/1977","31/12/9999"
"4","54001","54000","Bas-Warneton","Bas-Warneton","Neerwaasten","01/01/1970","31/12/1976"
"4","54002","54000","Comines","Comines","Komen","01/01/1970","31/12/1982"
"4","54003","54000","Dottignies","Dottignies","Dottenijs","01/01/1970","31/12/1976"
"4","54004","54000","Herseaux","Herseaux","Herseaux","01/01/1970","31/12/1976"
"4","54005","54000","Houthem","Houthem","Houthem","01/01/1970","31/12/1976"
"4","54006","54000","Luingne","Luingne","Luingne","01/01/1970","31/12/1976"
"4","54007","54000","Mouscron","Mouscron","Moeskroen","01/01/1970",31/12/2018
"4","54008","54000","Ploegsteert","Ploegsteert","Ploegsteert","01/01/1970","31/12/1976"
"4","54009","54000","Warneton","Warneton","Waasten","01/01/1970","31/12/1976"
"4","54010","54000","Comines-Warneton","Comines-Warneton","Komen-Waasten","01/01/1983",31/12/2018
"4","55001","55000","Bassilly","Bassilly","Zullik","01/01/1970","31/12/1976"
"4","55002","55000","Bois-de-Lessines","Bois-de-Lessines","Lessenbos","01/01/1970","31/12/1976"
"4","55003","55000","Boussoit","Boussoit","Boussoit","01/01/1970","31/12/1976"
"4","55004","55000","Braine-le-Comte","Braine-le-Comte","’s Gravenbrakel","01/01/1970","31/12/9999"
"4","55005","55000","Bray","Bray","Bray","01/01/1970","31/12/1976"
"4","55006","55000","Casteau","Casteau","Casteau","01/01/1970","31/12/1976"
"4","55007","55000","Deux-Acren","Deux-Acren","Twee-Akren","01/01/1970","31/12/1976"
"4","55008","55000","Ecaussinnes-d’Enghien","Ecaussinnes-d’Enghien","Ecaussinnes-d’Enghien","01/01/1970","31/12/1976"
"4","55009","55000","Ecaussinnes-Lalaing","Ecaussinnes-Lalaing","Ecaussinnes-Lalaing","01/01/1970","31/12/1976"
"4","55010","55000","Enghien","Enghien","Edingen","01/01/1970",31/12/2018
"4","55011","55000","Estinnes-au-Val","Estinnes-au-Val","Estinnes-au-Val","01/01/1970","31/12/1976"
"4","55012","55000","Ghoy","Ghoy","Ghoy","01/01/1970","31/12/1976"
"4","55014","55000","Graty","Graty","Graty","01/01/1970","31/12/1976"
"4","55015","55000","Haine-Saint-Paul","Haine-Saint-Paul","Haine-Saint-Paul","01/01/1970","31/12/1976"
"4","55016","55000","Hennuyères","Hennuyères","Hennuyères","01/01/1970","31/12/1976"
"4","55017","55000","Henripont","Henripont","Henripont","01/01/1970","31/12/1976"
"4","55018","55000","Horrues","Horrues","Horrues","01/01/1970","31/12/1976"
"4","55019","55000","Houdeng-Aimeries","Houdeng-Aimeries","Houdeng-Aimeries","01/01/1970","31/12/1976"
"4","55020","55000","Houdeng-Goegnies","Houdeng-Goegnies","Houdeng-Goegnies","01/01/1970","31/12/1976"
"4","55021","55000","Hoves (Soignies)","Hoves (Soignies)","Hove (Zinnik)","01/01/1970","31/12/1976"
"4","55022","55000","La Louvière","La Louvière","La Louvière","01/01/1970",31/12/2018
"4","55023","55000","Lessines","Lessines","Lessen","01/01/1970",31/12/2018
"4","55024","55000","Marche-lez-Ecaussinnes","Marche-lez-Ecaussinnes","Marche-lez-Ecaussinnes","01/01/1970","31/12/1976"
"4","55025","55000","Marcq","Marcq","Mark","01/01/1970","31/12/1976"
"4","55026","55000","Maurage","Maurage","Maurage","01/01/1970","31/12/1976"
"4","55027","55000","Mignault","Mignault","Mignault","01/01/1970","31/12/1976"
"4","55028","55000","Naast","Naast","Naast","01/01/1970","31/12/1976"
"4","55029","55000","Ogy","Ogy","Ogy","01/01/1970","31/12/1976"
"4","55030","55000","Ollignies","Ollignies","Woelingen","01/01/1970","31/12/1976"
"4","55031","55000","Papignies","Papignies","Papegem","01/01/1970","31/12/1976"
"4","55032","55000","Péronnes (Soignies)","Péronnes (Soignies)","Péronnes (Zinnik)","01/01/1970","31/12/1976"
"4","55033","55000","Petit-Enghien","Petit-Enghien","Lettelingen","01/01/1970","31/12/1976"
"4","55034","55000","Petit-Roeulx-lez-Braine","Petit-Roeulx-lez-Braine","Petit-Roeulx-lez-Braine","01/01/1970","31/12/1976"
"4","55035","55000","Le Roeulx","Le Roeulx","Le Roeulx","01/01/1971","31/12/9999"
"4","55035","55000","Roeulx","Roeulx","Roeulx","01/01/1970","31/12/1970"
"4","55036","55000","Ronquières","Ronquières","Ronquières","01/01/1970","31/12/1976"
"4","55038","55000","Saint-Vaast","Saint-Vaast","Saint-Vaast","01/01/1970","31/12/1976"
"4","55039","55000","Silly","Silly","Opzullik","01/01/1970",31/12/2018
"4","55040","55000","Soignies","Soignies","Zinnik","01/01/1970","31/12/9999"
"4","55041","55000","Steenkerque (Soignies)","Steenkerque (Soignies)","Steenkerke (Zinnik)","01/01/1970","31/12/1976"
"4","55042","55000","Strépy-Bracquegnies","Strépy-Bracquegnies","Strépy-Bracquegnies","01/01/1970","31/12/1976"
"4","55043","55000","Thieu","Thieu","Thieu","01/01/1970","31/12/1976"
"4","55044","55000","Thieusies","Thieusies","Thieusies","01/01/1970","31/12/1976"
"4","55045","55000","Thoricourt","Thoricourt","Thoricourt","01/01/1970","31/12/1976"
"4","55046","55000","Trivières","Trivières","Trivières","01/01/1970","31/12/1976"
"4","55047","55000","Vellereille-le-Sec","Vellereille-le-Sec","Vellereille-le-Sec","01/01/1970","31/12/1976"
"4","55048","55000","Villers-Saint-Ghislain","Villers-Saint-Ghislain","Villers-Saint-Ghislain","01/01/1970","31/12/1976"
"4","55049","55000","Ville-sur-Haine","Ville-sur-Haine","Ville-sur-Haine","01/01/1970","31/12/1976"
"4","55050","55000","Ecaussinnes","Ecaussinnes","Ecaussinnes","01/01/1977","31/12/9999"
"4","55085","55000","Seneffe","Seneffe","Seneffe","01/01/2019","31/12/9999"
"4","55086","55000","Manage","Manage","Manage","01/01/2019","31/12/9999"
"4","56001","56000","Anderlues","Anderlues","Anderlues","01/01/1970","31/12/9999"
"4","56002","56000","Baileux","Baileux","Baileux","01/01/1970","31/12/1976"
"4","56003","56000","Bailièvre","Bailièvre","Bailièvre","01/01/1970","31/12/1976"
"4","56004","56000","Barbencon","Barbencon","Barbencon","01/01/1970","31/12/1976"
"4","56005","56000","Beaumont","Beaumont","Beaumont","01/01/1970","31/12/9999"
"4","56006","56000","Beauwelz","Beauwelz","Beauwelz","01/01/1970","31/12/1976"
"4","56007","56000","Bersillies-l’Abbaye","Bersillies-l’Abbaye","Bersillies-l’Abbaye","01/01/1970","31/12/1976"
"4","56008","56000","Bienne-lez-Happart","Bienne-lez-Happart","Bienne-lez-Happart","01/01/1970","31/12/1976"
"4","56009","56000","Biercée","Biercée","Biercée","01/01/1970","31/12/1976"
"4","56010","56000","Biesme-sous-Thuin","Biesme-sous-Thuin","Biesme-sous-Thuin","01/01/1970","31/12/1976"
"4","56011","56000","Binche","Binche","Binche","01/01/1970",31/12/2018
"4","56012","56000","Bourlers","Bourlers","Bourlers","01/01/1970","31/12/1976"
"4","56013","56000","Boussu-lez-Walcourt","Boussu-lez-Walcourt","Boussu-lez-Walcourt","01/01/1970","31/12/1976"
"4","56014","56000","Buvrinnes","Buvrinnes","Buvrinnes","01/01/1970","31/12/1976"
"4","56015","56000","Carnières","Carnières","Carnières","01/01/1970","31/12/1976"
"4","56016","56000","Chimay","Chimay","Chimay","01/01/1970","31/12/9999"
"4","56017","56000","Cour-sur-Heure","Cour-sur-Heure","Cour-sur-Heure","01/01/1970","31/12/1976"
"4","56018","56000","Croix-lez-Rouveroy","Croix-lez-Rouveroy","Croix-lez-Rouveroy","01/01/1970","31/12/1976"
"4","56019","56000","Donstiennes","Donstiennes","Donstiennes","01/01/1970","31/12/1976"
"4","56020","56000","Epinois","Epinois","Epinois","01/01/1970","31/12/1976"
"4","56021","56000","Erpion","Erpion","Erpion","01/01/1970","31/12/1976"
"4","56022","56000","Erquelinnes","Erquelinnes","Erquelinnes","01/01/1970","31/12/9999"
"4","56023","56000","Estinnes-au-Mont","Estinnes-au-Mont","Estinnes-au-Mont","01/01/1970","31/12/1976"
"4","56024","56000","Fauroeulx","Fauroeulx","Fauroeulx","01/01/1970","31/12/1976"
"4","56025","56000","Fontaine-Valmont","Fontaine-Valmont","Fontaine-Valmont","01/01/1970","31/12/1976"
"4","56026","56000","Forge-Philippe","Forge-Philippe","Forge-Philippe","01/01/1970","31/12/1976"
"4","56027","56000","Forges","Forges","Forges","01/01/1970","31/12/1976"
"4","56029","56000","Froidchapelle","Froidchapelle","Froidchapelle","01/01/1976","31/12/9999"
"4","56029","56000","Froid-chapelle","Froid-chapelle","Froid-chapelle","01/01/1970","31/12/1975"
"4","56030","56000","Gozée","Gozée","Gozée","01/01/1970","31/12/1976"
"4","56031","56000","Grand-Reng","Grand-Reng","Grand-Reng","01/01/1970","31/12/1976"
"4","56032","56000","Grandrieu","Grandrieu","Grandrieu","01/01/1970","31/12/1976"
"4","56033","56000","Haine-Saint-Pierre","Haine-Saint-Pierre","Haine-Saint-Pierre","01/01/1970","31/12/1976"
"4","56034","56000","Ham-sur-Heure","Ham-sur-Heure","Ham-sur-Heure","01/01/1970","31/12/1976"
"4","56035","56000","Hantes-Wihéries","Hantes-Wihéries","Hantes-Wihéries","01/01/1970","31/12/1976"
"4","56036","56000","Haulchin","Haulchin","Haulchin","01/01/1970","31/12/1976"
"4","56037","56000","Jamioulx","Jamioulx","Jamioulx","01/01/1970","31/12/1976"
"4","56038","56000","Labuissière","Labuissière","Labuissière","01/01/1970","31/12/1976"
"4","56039","56000","Leers-et-Fosteau","Leers-et-Fosteau","Leers-et-Fosteau","01/01/1970","31/12/1976"
"4","56040","56000","l’Escaillière","l’Escaillière","l’Escaillière","01/01/1970","31/12/1976"
"4","56041","56000","Leugnies","Leugnies","Leugnies","01/01/1970","31/12/1976"
"4","56042","56000","Leval-Chaudeville","Leval-Chaudeville","Leval-Chaudeville","01/01/1970","31/12/1976"
"4","56043","56000","Leval-Trahegnies","Leval-Trahegnies","Leval-Trahegnies","01/01/1970","31/12/1976"
"4","56044","56000","Lobbes","Lobbes","Lobbes","01/01/1970","31/12/9999"
"4","56045","56000","Lompret","Lompret","Lompret","01/01/1970","31/12/1976"
"4","56046","56000","Macon","Macon","Macon","01/01/1970","31/12/1976"
"4","56047","56000","Macquenoise","Macquenoise","Macquenoise","01/01/1970","31/12/1976"
"4","56048","56000","Marbaix","Marbaix","Marbaix","01/01/1970","31/12/1976"
"4","56049","56000","Merbes-le-Château","Merbes-le-Château","Merbes-le-Château","01/01/1970","31/12/9999"
"4","56050","56000","Merbes-Sainte-Marie","Merbes-Sainte-Marie","Merbes-Sainte-Marie","01/01/1970","31/12/1976"
"4","56051","56000","Momignies","Momignies","Momignies","01/01/1970","31/12/9999"
"4","56052","56000","Monceau-Imbrechies","Monceau-Imbrechies","Monceau-Imbrechies","01/01/1970","31/12/1976"
"4","56053","56000","Montbliart","Montbliart","Montbliart","01/01/1970","31/12/1976"
"4","56054","56000","Montignies-Saint-Christophe","Montignies-Saint-Christophe","Montignies-Saint-Christophe","01/01/1970","31/12/1976"
"4","56055","56000","Mont-Sainte-Aldegonde","Mont-Sainte-Aldegonde","Mont-Sainte-Aldegonde","01/01/1970","31/12/1976"
"4","56056","56000","Mont-Sainte-Genevieve","Mont-Sainte-Genevieve","Mont-Sainte-Geneviève","01/01/1970","31/12/1976"
"4","56057","56000","Morlanwelz-Mariemont","Morlanwelz-Mariemont","Morlanwelz-Mariemont","01/01/1970","31/12/1976"
"4","56058","56000","Nalinnes","Nalinnes","Nalinnes","01/01/1970","31/12/1976"
"4","56059","56000","Peissant","Peissant","Peissant","01/01/1970","31/12/1976"
"4","56060","56000","Ragnies","Ragnies","Ragnies","01/01/1970","31/12/1976"
"4","56061","56000","Rance","Rance","Rance","01/01/1970","31/12/1976"
"4","56062","56000","Renlies","Renlies","Renlies","01/01/1970","31/12/1976"
"4","56063","56000","Ressaix","Ressaix","Ressaix","01/01/1970","31/12/1976"
"4","56064","56000","Rièzes","Rièzes","Rièzes","01/01/1970","31/12/1976"
"4","56065","56000","Robechies","Robechies","Robechies","01/01/1970","31/12/1976"
"4","56066","56000","Rouveroy","Rouveroy","Rouveroy","01/01/1970","31/12/1976"
"4","56067","56000","Saint-Remy (Thuin)","Saint-Remy (Thuin)","Saint-Remy (Thuin)","01/01/1970","31/12/1976"
"4","56068","56000","Salles","Salles","Salles","01/01/1970","31/12/1976"
"4","56069","56000","Sars-la-Buissière","Sars-la-Buissière","Sars-la-Buissière","01/01/1970","31/12/1976"
"4","56070","56000","Sautin","Sautin","Sautin","01/01/1970","31/12/1976"
"4","56071","56000","Seloignes","Seloignes","Seloignes","01/01/1970","31/12/1976"
"4","56072","56000","Sivry","Sivry","Sivry","01/01/1970","31/12/1976"
"4","56073","56000","Solre-Saint-Géry","Solre-Saint-Géry","Solre-Saint-Géry","01/01/1970","31/12/1976"
"4","56074","56000","Solre-sur-Sambre","Solre-sur-Sambre","Solre-sur-Sambre","01/01/1970","31/12/1976"
"4","56075","56000","Strée (Thuin)","Strée (Thuin)","Strée (Thuin)","01/01/1970","31/12/1976"
"4","56076","56000","Thirimont","Thirimont","Thirimont","01/01/1970","31/12/1976"
"4","56077","56000","Thuillies","Thuillies","Thuillies","01/01/1970","31/12/1976"
"4","56078","56000","Thuin","Thuin","Thuin","01/01/1970","31/12/9999"
"4","56079","56000","Vaulx (Thuin)","Vaulx (Thuin)","Vaulx (Thuin)","01/01/1970","31/12/1976"
"4","56080","56000","Vellereille-les-Brayeux","Vellereille-les-Brayeux","Vellereille-les-Brayeux","01/01/1970","31/12/1976"
"4","56081","56000","Vergnies","Vergnies","Vergnies","01/01/1970","31/12/1976"
"4","56082","56000","Villers-la-Tour","Villers-la-Tour","Villers-la-Tour","01/01/1970","31/12/1976"
"4","56083","56000","Virelles","Virelles","Virelles","01/01/1970","31/12/1976"
"4","56084","56000","Waudrez","Waudrez","Waudrez","01/01/1970","31/12/1976"
"4","56085","56000","Estinnes","Estinnes","Estinnes","01/01/1977",31/12/2018
"4","56086","56000","Ham-sur-Heure-Nalinnes","Ham-sur-Heure-Nalinnes","Ham-sur-Heure-Nalinnes","01/01/1977","31/12/9999"
"4","56087","56000","Morlanwelz","Morlanwelz","Morlanwelz","01/01/1977",31/12/2018
"4","56088","56000","Sivry-Rance","Sivry-Rance","Sivry-Rance","01/01/1977","31/12/9999"
"4","57001","57000","Amougies","Amougies","Amougies","01/01/1970","31/12/1976"
"4","57002","57000","Anseroeul","Anseroeul","Anseroeul","01/01/1970","31/12/1976"
"4","57003","57000","Antoing","Antoing","Antoing","01/01/1970","31/12/9999"
"4","57004","57000","Bailleul","Bailleul","Bailleul","01/01/1970","31/12/1976"
"4","57005","57000","Barry","Barry","Barry","01/01/1970","31/12/1976"
"4","57006","57000","Baugnies","Baugnies","Baugnies","01/01/1970","31/12/1976"
"4","57007","57000","Beclers","Beclers","Beclers","01/01/1970","31/12/1976"
"4","57008","57000","Blandain","Blandain","Blandain","01/01/1970","31/12/1976"
"4","57009","57000","Blaton","Blaton","Blaton","01/01/1970","31/12/1976"
"4","57010","57000","Bleharies","Bleharies","Bleharies","01/01/1970","31/12/1976"
"4","57011","57000","Bon-Secours","Bon-Secours","Bon-Secours","01/01/1970","31/12/1976"
"4","57012","57000","Braffe","Braffe","Braffe","01/01/1970","31/12/1976"
"4","57013","57000","Brasmenil","Brasmenil","Brasmenil","01/01/1970","31/12/1976"
"4","57014","57000","Bruyelle","Bruyelle","Bruyelle","01/01/1970","31/12/1976"
"4","57015","57000","Bury","Bury","Bury","01/01/1970","31/12/1976"
"4","57016","57000","Callenelle","Callenelle","Callenelle","01/01/1970","31/12/1976"
"4","57017","57000","Calonne","Calonne","Calonne","01/01/1970","31/12/1976"
"4","57018","57000","Celles (Tournai)","Celles (Tournai)","Celles (Doornik)","01/01/1970","31/12/9999"
"4","57019","57000","Chapelle-à-Oie","Chapelle-à-Oie","Chapelle-à-Oie","01/01/1970","31/12/1976"
"4","57020","57000","Chapelle-à-Wattines","Chapelle-à-Wattines","Chapelle-à-Wattines","01/01/1970","31/12/1976"
"4","57021","57000","Chercq","Chercq","Chercq","01/01/1970","31/12/1976"
"4","57022","57000","Ere","Ere","Ere","01/01/1970","31/12/1976"
"4","57023","57000","Escanaffles","Escanaffles","Escanaffles","01/01/1970","31/12/1976"
"4","57024","57000","Esplechin","Esplechin","Esplechin","01/01/1970","31/12/1976"
"4","57025","57000","Esquelmes","Esquelmes","Esquelmes","01/01/1970","31/12/1976"
"4","57026","57000","Estaimbourg","Estaimbourg","Estaimbourg","01/01/1970","31/12/1976"
"4","57027","57000","Estaimpuis","Estaimpuis","Estaimpuis","01/01/1970","31/12/9999"
"4","57028","57000","Evregnies","Evregnies","Evregnies","01/01/1970","31/12/1976"
"4","57029","57000","Fontenoy","Fontenoy","Fontenoy","01/01/1970","31/12/1976"
"4","57030","57000","Froidmont","Froidmont","Froidmont","01/01/1970","31/12/1976"
"4","57031","57000","Froyennes","Froyennes","Froyennes","01/01/1970","31/12/1976"
"4","57032","57000","Gallaix","Gallaix","Gallaix","01/01/1970","31/12/1976"
"4","57033","57000","Gaurain-Ramecroix","Gaurain-Ramecroix","Gaurain-Ramecroix","01/01/1970","31/12/1976"
"4","57034","57000","Grandmetz","Grandmetz","Grandmetz","01/01/1970","31/12/1976"
"4","57035","57000","Guignies","Guignies","Guignies","01/01/1970","31/12/1976"
"4","57036","57000","Havinnes","Havinnes","Havinnes","01/01/1970","31/12/1976"
"4","57037","57000","Hérinnes","Hérinnes","Hérinnes","01/01/1970","31/12/1976"
"4","57038","57000","Hertain","Hertain","Hertain","01/01/1970","31/12/1976"
"4","57039","57000","Hollain","Hollain","Hollain","01/01/1970","31/12/1976"
"4","57040","57000","Howardries","Howardries","Howardries","01/01/1970","31/12/1976"
"4","57041","57000","Jollain-Merlin","Jollain-Merlin","Jollain-Merlin","01/01/1970","31/12/1976"
"4","57042","57000","Kain","Kain","Kain","01/01/1970","31/12/1976"
"4","57043","57000","La Glanerie","La Glanerie","La Glanerie","01/01/1970","31/12/1976"
"4","57044","57000","Lamain","Lamain","Lamain","01/01/1970","31/12/1976"
"4","57045","57000","Laplaigne","Laplaigne","Laplaigne","01/01/1970","31/12/1976"
"4","57046","57000","Leers-Nord","Leers-Nord","Leers-Nord","01/01/1970","31/12/1976"
"4","57047","57000","Lesdain","Lesdain","Lesdain","01/01/1970","31/12/1976"
"4","57048","57000","Leuze (Tournai)","Leuze (Tournai)","Leuze (Doornik)","01/01/1970","31/12/1976"
"4","57049","57000","Ligne","Ligne","Ligne","01/01/1970","31/12/1976"
